2203.344775010434,8461.412791591618
9559.961238538917,650.7127216514518
3676.9638806514504,7320.535972596736
8280.753857731312,1615.0327956085387
6710.524403121536,1494.1740529206936
5216.181179435314,7701.651750067679
8429.234561486393,1004.4531166577364
2641.8394200777893,2175.158766860441
5459.027382402294,4968.475697383566
9717.956555296814,9532.50908172099
5499.575808283343,1088.123670352461
3012.9396414873377,6448.154447563128
7624.650953296158,1569.955730507724
9282.73306046821,4857.2827083206275
4660.3506013169435,9584.442165596109
6236.382229369211,6012.260933023542
8727.327157110562,3112.392288277258
7800.417407712931,7842.067653115996
5017.617015542581,9970.754184691348
4238.067011786297,1471.4274582819198
1697.3236260504377,6080.59016623449
8916.852653800754,560.8112245750585
9676.409310596835,7986.103878091796
4152.165728970514,3970.659816063228
7676.027982056463,462.23324773462804
2491.1312556553266,9175.287584227719
1552.6712537414744,5847.32984936979
8647.759512689952,1388.622959950072
966.6182915342181,6450.9609130248455
3127.4268016177766,2211.500805880291
5892.630675249021,8968.845764415431
8155.063961687955,425.4230009094728
5982.879282906146,3702.6877488161467
773.1883032795639,790.8714610161161
8811.3584168086,1844.024824647319
7983.609710897521,9485.672292109024
8793.685468041143,3809.895083099686
8515.777824291423,1636.2375092297166
9656.567212615208,1880.7457112083337
77.40225673929402,9484.999030768224
2993.0064891413676,246.4966947554592
1110.7580191077905,8445.339101976997
5535.388834377163,8367.435966103203
4119.611238073623,8205.240640256923
2370.589921827668,535.2753333367888
4334.624826830954,9593.002477056682
131.46106386617728,3451.882954840885
5545.032467154547,1239.442552188016
4062.4790962540624,7037.516181349159
7964.367111057533,1273.3576961760073
5837.447482662954,2455.3344524527333
8154.565330140864,7959.8953702244835
8826.888764103362,9148.961128654415
1857.4197464263364,2016.4219042213938
5439.892434997201,4993.341493728885
9368.30413836446,8551.587920731617
5796.4465560787885,5485.222994631401
2786.123966967915,8234.579558573416
3164.187051056524,6531.849181177189
557.629815633236,8457.317596204282
9665.113568309791,6442.480489877631
9546.159100650188,4581.305412623457
545.3951150346892,1277.0505267122212
25.281145990965204,9794.131231751886
1775.3981657514528,1659.1543337382498
7982.296349501925,1939.1957581743502
7236.722373321578,5744.696687084249
8856.084694734656,6726.336071812706
9087.32808633455,308.4996180807098
2133.947723171704,8437.562554232252
4887.8801124933225,4345.842367307514
9757.158452550175,4629.941764135012
6953.370551898732,4048.2581612688764
1258.7414269066721,2106.317774227473
4896.1860560758705,1462.079371484678
9184.657371164025,5160.412441589906
5877.731391534506,8006.355678203825
2953.623445605161,4542.261168685775
8793.58777665246,6576.816884079662
623.3780481774231,5186.618247561886
5350.95872056784,5860.22785388964
4440.829616103881,6424.140314919931
9191.001450825634,6746.066769910411
9870.191064473178,4117.643468082844
2303.437250235659,2737.4128196861548
3484.8402554596382,341.63077158440245
1005.5527967700995,4576.808449132505
4370.059728376216,1436.0947975969473
4411.864190749033,9769.525661672751
3185.1502993469385,533.0998536005483
5695.630919402932,6914.646943263205
7455.430202957098,1860.290727132603
7424.063819447292,3469.3745231918806
1012.1326214385084,9696.069143621928
